"","Rank0","Kingdom","Phylum","Class","Order","Family","Genus","OTU"
"Otu000086","Life","Life::Bacteria","Life::Bacteria::Lentisphaerae","Life::Bacteria::Lentisphaerae::Lentisphaeria","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis::Otu000086"
"Otu000550","Life","Life::Bacteria","Life::Bacteria::Lentisphaerae","Life::Bacteria::Lentisphaerae::Lentisphaeria","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis::Otu000550"
"Otu000313","Life","Life::Bacteria","Life::Bacteria::Lentisphaerae","Life::Bacteria::Lentisphaerae::Lentisphaeria","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis::Otu000313"
"Otu000363","Life","Life::Bacteria","Life::Bacteria::Lentisphaerae","Life::Bacteria::Lentisphaerae::Lentisphaeria","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis","Life::Bacteria::Lentisphaerae::Lentisphaeria::Victivallales::Victivallaceae::Victivallis::Otu000363"
"Otu000166","Life","Life::Bacteria","Life::Bacteria::Spirochaetae","Life::Bacteria::Spirochaetae::Spirochaetes","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Brachyspiraceae","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Brachyspiraceae::Brachyspira","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Brachyspiraceae::Brachyspira::Otu000166"
"Otu000471","Life","Life::Bacteria","Life::Bacteria::Spirochaetae","Life::Bacteria::Spirochaetae::Spirochaetes","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Brachyspiraceae","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Brachyspiraceae::Brachyspira","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Brachyspiraceae::Brachyspira::Otu000471"
"Otu000125","Life","Life::Bacteria","Life::Bacteria::Spirochaetae","Life::Bacteria::Spirochaetae::Spirochaetes","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Spirochaetaceae","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Spirochaetaceae::Treponema","Life::Bacteria::Spirochaetae::Spirochaetes::Spirochaetales::Spirochaetaceae::Treponema::Otu000125"
"Otu000207","Life","Life::Bacteria","Life::Bacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium::Otu000207"
"Otu000646","Life","Life::Bacteria","Life::Bacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium::Otu000646"
"Otu000385","Life","Life::Bacteria","Life::Bacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium::Otu000385"
"Otu000098","Life","Life::Bacteria","Life::Bacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium","Life::Bacteria::Actinobacteria::Actinobacteria::Bifidobacteriales::Bifidobacteriaceae::Bifidobacterium::Otu000098"
"Otu000186","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales::Succinivibrionaceae","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales::Succinivibrionaceae::Succinivibrio","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales::Succinivibrionaceae::Succinivibrio::Otu000186"
"Otu000007","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales::Succinivibrionaceae","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales::Succinivibrionaceae::Succinivibrio","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Aeromonadales::Succinivibrionaceae::Succinivibrio::Otu000007"
"Otu000233","Life","Life::Bacteria","Life::Bacteria::p__11","Life::Bacteria::p__11::c__11","Life::Bacteria::p__11::c__11::o__14","Life::Bacteria::p__11::c__11::o__14::f__29","Life::Bacteria::p__11::c__11::o__14::f__29::g__107","Life::Bacteria::p__11::c__11::o__14::f__29::g__107::Otu000233"
"Otu000338","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::c__12","Life::Bacteria::Proteobacteria::c__12::o__15","Life::Bacteria::Proteobacteria::c__12::o__15::f__30","Life::Bacteria::Proteobacteria::c__12::o__15::f__30::g__108","Life::Bacteria::Proteobacteria::c__12::o__15::f__30::g__108::Otu000338"
"Otu000352","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__16","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__16::f__31","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__16::f__31::g__109","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__16::f__31::g__109::Otu000352"
"Otu000183","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae::Thalassospira","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae::Thalassospira::Otu000183"
"Otu000180","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae::Thalassospira","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae::Thalassospira::Otu000180"
"Otu000184","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae::Thalassospira","Life::Bacteria::Proteobacteria::Alphaproteobacteria::Rhodospirillales::Rhodospirillaceae::Thalassospira::Otu000184"
"Otu000107","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales::Enterobacteriaceae","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales::Enterobacteriaceae::Escherichia-Shigella","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales::Enterobacteriaceae::Escherichia-Shigella::Otu000107"
"Otu000200","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales::Enterobacteriaceae","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales::Enterobacteriaceae::g__110","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Enterobacteriales::Enterobacteriaceae::g__110::Otu000200"
"Otu000136","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Pasteurellales","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Pasteurellales::Pasteurellaceae","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Pasteurellales::Pasteurellaceae::Haemophilus","Life::Bacteria::Proteobacteria::Gammaproteobacteria::Pasteurellales::Pasteurellaceae::Haemophilus::Otu000136"
"Otu000058","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella::Otu000058"
"Otu000079","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella::Otu000079"
"Otu000091","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella::Otu000091"
"Otu000177","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Parasutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Parasutterella::Otu000177"
"Otu000420","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Oxalobacteraceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Oxalobacteraceae::Oxalobacter","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Oxalobacteraceae::Oxalobacter::Otu000420"
"Otu000364","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella::Otu000364"
"Otu000370","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::f__32","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::f__32::g__111","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::f__32::g__111::Otu000370"
"Otu000195","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella::Otu000195"
"Otu000121","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella","Life::Bacteria::Proteobacteria::Betaproteobacteria::Burkholderiales::Alcaligenaceae::Sutterella::Otu000121"
"Otu000407","Life","Life::Bacteria","Life::Bacteria::Lentisphaerae","Life::Bacteria::Lentisphaerae::RFP12_gut_group","Life::Bacteria::Lentisphaerae::RFP12_gut_group::o__17","Life::Bacteria::Lentisphaerae::RFP12_gut_group::o__17::f__33","Life::Bacteria::Lentisphaerae::RFP12_gut_group::o__17::f__33::g__112","Life::Bacteria::Lentisphaerae::RFP12_gut_group::o__17::f__33::g__112::Otu000407"
"Otu000105","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Rikenellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Rikenellaceae::g__113","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Rikenellaceae::g__113::Otu000105"
"Otu000145","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas::Otu000145"
"Otu000555","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas::Otu000555"
"Otu000214","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas::Otu000214"
"Otu000438","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas::Otu000438"
"Otu000215","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas::Otu000215"
"Otu000199","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Butyricimonas::Otu000199"
"Otu000282","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Odoribacter","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Odoribacter::Otu000282"
"Otu000061","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Odoribacter","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Odoribacter::Otu000061"
"Otu000241","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Rikenellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Rikenellaceae::Alistipes","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Rikenellaceae::Alistipes::Otu000241"
